text,gpt3_generated_labels,gold_labels
"while undergoing treatment with albendazole, he developed worsening diarrhea with abdominal pain and fever.","[['albendazole', 'diarrhea']]","[['albendazole', 'abdominal pain'], ['albendazole', 'fever'], ['albendazole', 'worsening diarrhea']]"
"the mechanism of the decrease in plasma potassium induced by phosphate treatment was investigated in a 24-year-old hypertensive patient with hypophosphatemic osteomalacia, who was the youngest of four patients, belonging to a 23 number kindred of five generations.","[['phosphate', 'decrease in plasma potassium']]","[['phosphate', 'decrease in plasma potassium']]"
"after ruling out a hydrotelluric source of fluorine, the patient's fluorosis was linked to chronic use of niflumic acid, following the publication in 1978 of the 2 previously reported cases affected by this drug.","[['niflumic acid', 'fluorosis']]","[['niflumic acid', 'fluorosis']]"
"conclusion: to the best of our knowledge, this is the first time colchicine intoxication in this age group has been described in the english literature.","[['colchicine', 'intoxication']]","[['colchicine', 'colchicine intoxication']]"
the authors report on two patients with corneal ulcers refractory to conventional treatment while the patients were undergoing oral colchicine therapy.,"[['colchicine', 'corneal ulcers']]","[['colchicine', 'corneal ulcers refractory to conventional treatment']]"
we report a case of a bullous lichenoid eruption due to the intake of captopril.,"[['captopril', 'bullous lichenoid eruption']]","[['captopril', 'bullous lichenoid eruption']]"
the authors describe a case of valvular heart disease in a 48-year-old woman receiving benfluorex (150 mg t.i.d. for 8 years) and leading to surgical mitral valve replacement.,"[['benfluorex', 'valvular heart disease']]","[['benfluorex', 'valvular heart disease']]"
"we describe a premenopausal woman who, while having tamoxifen due to a diagnosis of in situ ductal carcinoma, developed endometriosis requiring surgery.","[['tamoxifen', 'endometriosis']]","[['tamoxifen', 'endometriosis']]"
"we report on a patient who developed hypersensitivity pneumonitis during treatment with the beta-blocker, celiprolol.","[['celiprolol', 'hypersensitivity pneumonitis']]","[['celiprolol', 'hypersensitivity pneumonitis']]"
it is the first case of ciprofloxacin-induced vbds successfully treated with tacrolimus.,"[['ciprofloxacin', 'vbds'], ['tacrolimus', 'vbds']]","[['ciprofloxacin', 'vbds']]"
we report a case of myoclonus induced by quetiapine.,"[['quetiapine', 'myoclonus']]","[['quetiapine', 'myoclonus']]"
pemphigus foliaceus induced by rifampicin.,"[['rifampicin', 'pemphigus foliaceus']]","[['rifampicin', 'pemphigus foliaceus']]"
we discuss our observations in the cases of two patients with acyclovir neurotoxicity and review the findings of all previous reports in the english language literature.,"[['acyclovir', 'neurotoxicity']]","[['acyclovir', 'neurotoxicity']]"
quetiapine-induced myoclonus.,"[['quetiapine', 'myoclonus']]","[['quetiapine', 'myoclonus']]"
we report a case of acute generalized exanthematous pustulosis (agep) induced by salazosulfapyridine in a patient with ulcerative colitis.,"[['salazosulfapyridine', 'agep']]","[['salazosulfapyridine', 'acute generalized exanthematous pustulosis']]"
"tacrolimus (fk506), an immunosuppressant, has been associated with mutism in adults after liver transplant.","[['fk506', 'mutism']]","[['fk506', 'mutism'], ['tacrolimus', 'mutism']]"
the patient described in this paper was a 78-year-old diabetic man who developed oral lesions of pv following institution of glibenclamide therapy.,"[['glibenclamide', 'oral lesions of pv']]","[['glibenclamide', 'oral lesions of pv']]"
these two cases highlight the importance of considering lopinavir/ritonavir induced arrhythmias when dealing with hiv-positive individuals.,"[['lopinavir/ritonavir', 'arrhythmias']]","[['lopinavir', 'arrhythmias'], ['ritonavir', 'arrhythmias']]"
restless legs syndrome may thus be an adverse effect of ifn alpha treatment.,"[['ifn alpha', 'restless legs syndrome']]","[['ifn alpha', 'restless legs syndrome']]"
"we report three patients, all of whom had preexisting diabetic dyslipidemia, who showed a profound reduction in plasma hdl cholesterol and apolipoprotein ai levels soon after the initiation of rosiglitazone therapy.","[['rosiglitazone', 'hdl cholesterol'], ['rosiglitazone', 'apolipoprotein ai']]","[['rosiglitazone', 'reduction in plasma hdl cholesterol and apolipoprotein ai levels']]"
peculiar nail-changes in a 70-year-old woman with rheumatoid arthritis occurring after approximately 1 year of penicillamine treatment are described.,"[['penicillamine', 'peculiar nail-changes']]","[['penicillamine', 'nail-changes']]"
conclusion: tamoxifen may cause malignant transformation of endometriosis through atypical endometriosis even in the postmenopausal state.,"[['tamoxifen', 'malignant transformation of endometriosis']]","[['tamoxifen', 'malignant transformation of endometriosis']]"
central nervous system manifestations of an ibuprofen overdose reversed by naloxone.,"[['ibuprofen', 'naloxone']]","[['ibuprofen', 'central nervous system manifestations']]"
amifostine-induced fever: case report and review of the literature.,"[['amifostine', 'fever']]","[['amifostine', 'fever']]"
"when vague symptoms develop during desmopressin therapy, hyponatremia must be considered as part of the differential diagnosis.","[['desmopressin', 'hyponatremia']]","[['desmopressin', 'hyponatremia'], ['desmopressin', 'vague symptoms']]"
rifampicin-induced renal failure.,"[['rifampicin', 'renal failure']]","[['rifampicin', 'renal failure']]"
aminophylline hypersensitivity apparently due to ethylenediamine.,"[['ethylenediamine', 'aminophylline hypersensitivity']]","[['aminophylline', 'aminophylline hypersensitivity'], ['ethylenediamine', 'aminophylline hypersensitivity']]"
objective: to report 2 cases of nonconvulsive status epilepticus (ncse) following infusion of ifosfamide.,"[['ifosfamide', 'nonconvulsive status epilepticus']]","[['ifosfamide', 'ncse'], ['ifosfamide', 'nonconvulsive status epilepticus']]"
"this severe illness was likely caused by minocycline, and we speculate that minocycline may have acted as a superantigen, causing lymphocyte over-activation and massive cytokine release.","[['minocycline', 'severe illness']]","[['minocycline', 'lymphocyte over-activation'], ['minocycline', 'massive cytokine release'], ['minocycline', 'severe illness']]"
a 71-year-old man with paroxysmal atrial fibrillation who had a previous anterior myocardial infarction exhibited granulocytopenia 8 days following the administration of oral sustained-release procainamide (750 mg/day).,"[['procainamide', 'granulocytopenia']]","[['procainamide', 'granulocytopenia']]"
papillary necrosis associated with the hiv protease inhibitor indinavir.,"[['indinavir', 'papillary necrosis']]","[['indinavir', 'papillary necrosis']]"
"its overall toxicity is considerably less compared to standard induction chemotherapy; however, it is associated with a high incidence of a potentially fatal symptom complex referred to as ""retinoic acid syndrome."" this report describes a patient with apl who developed the syndrome a few weeks after initiating induction therapy with atra despite being treated for hyperleukocytosis.","[['atra', 'retinoic acid syndrome']]","[['retinoic acid', 'potentially fatal symptom'], ['retinoic acid', 'retinoic acid syndrome'], ['retinoic acid', 'toxicity']]"
1. changes in the plasma cortisol level were reported in a male patient with panic disorder during the period of low-dose alprazolam treatment (mean 0.62 +/- 0.15 mg/day) compared with during the period of high-dose period (mean 1.08 +/- 0.28 mg/day).,"[['alprazolam', 'changes in the plasma cortisol level']]","[['alprazolam', 'changes in the plasma cortisol level']]"
patients should be informed about the risk of osteonecrosis when taking dexamethasone as an antiemetic drug.,"[['dexamethasone', 'osteonecrosis']]","[['dexamethasone', 'osteonecrosis']]"
we describe 2 children with cerebral palsy who suffered significant morbidity immediately after treatment with hyperbaric oxygen.,"[['hyperbaric oxygen', 'cerebral palsy']]","[['hyperbaric oxygen', 'morbidity']]"
"due to the severity of the rash, temozolomide was permanently discontinued.","[['temozolomide', 'rash']]","[['temozolomide', 'rash']]"
"after therapy for diabetic coma with insulin (containing the preservative cresol) and electrolyte solutions was started, the patient complained of increasing myalgia, developed a high fever and respiratory and metabolic acidosis and lost consciousness.","[['insulin', 'myalgia'], ['insulin', 'respiratory and metabolic acidosis']]","[['cresol', 'high fever'], ['insulin', 'high fever'], ['cresol', 'increasing myalgia'], ['insulin', 'increasing myalgia'], ['cresol', 'lost consciousness'], ['insulin', 'lost consciousness'], ['cresol', 'respiratory and metabolic acidosis'], ['insulin', 'respiratory and metabolic acidosis']]"
conclusion: this case illustrates a potential link between dermatologic and ocular 5-fu toxicities.,"[['5-fu', 'dermatologic'], ['5-fu', 'ocular']]","[['5-fu', 'dermatologic and ocular 5-fu toxicities']]"
we describe 3 as patients treated with etanercept for active as who developed new onset of cd while as related symptoms responded well to etanercept.,"[['etanercept', 'cd']]","[['etanercept', 'cd']]"
only one case of severe symptomatic hepatitis occurring after pulse therapy with itraconazole for onychomycosis and requiring transplantation has been reported previously.,"[['itraconazole', 'severe symptomatic hepatitis']]","[['itraconazole', 'severe symptomatic hepatitis']]"
development of an extensive skin rash following a single dose of mtx may be an early warning sign for life-threatening bone marrow aplasia.,"[['mtx', 'bone marrow aplasia']]","[['mtx', 'extensive skin rash']]"
mesalamine may cause hypersensitivity pneumonitis in patients with crohn's disease.,"[['mesalamine', 'hypersensitivity pneumonitis']]","[['mesalamine', 'hypersensitivity pneumonitis']]"
the fourth patient showed rls symptoms that were initially caused by a 20-mg daily olanzapine dosage and were later mitigated when olanzapine was reduced and ropinirole was administered.,"[['olanzapine', 'rls symptoms'], ['ropinirole', 'rls symptoms']]","[['olanzapine', 'rls symptoms']]"
results: extensive squamous metaplasia was found in endometrial glands following progestin therapy.,"[['progestin', 'extensive squamous metaplasia']]","[['progestin', 'squamous metaplasia']]"
a patient developed optic neuropathy while being treated with isoniazid and ethambutol.,"[['isoniazid', 'optic neuropathy'], ['ethambutol', 'optic neuropathy']]","[['ethambutol', 'optic neuropathy'], ['isoniazid', 'optic neuropathy']]"
"based on these findings, the patient was diagnosed with diabetes insipidus secondary to lithium therapy and was treated successfully with amiloride.","[['lithium', 'diabetes insipidus']]","[['lithium', 'diabetes insipidus']]"
"this report describes a case of flucytosine-associated ulcerating enteritis in which the small bowel x-ray demonstrated severe luminal narrowing, ulceration, and marked separation of loops of bowel.","[['flucytosine', 'ulcerating enteritis']]","[['flucytosine', 'marked separation of loops of bowel'], ['flucytosine', 'severe luminal narrowing'], ['flucytosine', 'ulcerating enteritis'], ['flucytosine', 'ulceration']]"
systemic allergic contact dermatitis to 8-methoxypsoralen (8-mop).,"[['8-methoxypsoralen', 'systemic allergic contact dermatitis']]","[['8-methoxypsoralen', 'systemic allergic contact dermatitis'], ['8-mop', 'systemic allergic contact dermatitis']]"
"conversely, diffuse interstitial pulmonary fibrosis should be considered in the differential diagnosis of patients receiving methotrexate who develop bilateral pulmonary infiltrates seen on chest roentgenograms.","[['methotrexate', 'diffuse interstitial pulmonary fibrosis']]","[['methotrexate', 'bilateral pulmonary infiltrates'], ['methotrexate', 'diffuse interstitial pulmonary fibrosis']]"
background: how to best treat psychotic patients who have had past clozapine-induced agranulocytosis or granulocytopenia remains a problem.,"[['clozapine', 'agranulocytosis'], ['clozapine', 'granulocytopenia']]","[['clozapine', 'granulocytopenia']]"
discussion: anaphylactoid reactions have been described previously with cisplatin administration.,"[['cisplatin', 'anaphylactoid reactions']]","[['cisplatin', 'anaphylactoid reactions']]"
"ritonavir acted as a cyp3a4 inhibitor, diminishing carbamazepine metabolism and provoking an increase in serum levels and clinical toxicity.","[['carbamazepine', 'ritonavir']]","[['ritonavir', 'clinical toxicity'], ['ritonavir', 'diminishing carbamazepine metabolism'], ['ritonavir', 'increase in serum levels']]"
"after the dose of methylprednisolone was reduced from 40 mg to 20 mg i.v. q6h and shifted to other anti-asthma treatment by procaterol metered dose inhaler via spacer, the psychotic reaction disappeared a few hours later.","[['methylprednisolone', 'psychotic reaction']]","[['methylprednisolone', 'psychotic reaction']]"
"however, follow-up revealed that gestational diabetes when associated with norethisterone had a lesser risk of emerging diabetes mellitus and impaired glucose tolerance.","[['norethisterone', 'diabetes mellitus']]","[['norethisterone', 'diabetes mellitus'], ['norethisterone', 'gestational diabetes'], ['norethisterone', 'impaired glucose tolerance']]"
the hepatic enzyme disturbances normalized after discontinuation of pegvisomant.,"[['pegvisomant', 'hepatic enzyme disturbances']]","[['pegvisomant', 'hepatic enzyme disturbances']]"
fixed drug eruption of the scrotum due to methylphenidate.,"[['methylphenidate', 'fixed drug eruption']]","[['methylphenidate', 'fixed drug eruption of the scrotum']]"
bradycardia and congestive heart failure associated with ocular timolol maleate.,"[['timolol maleate', 'bradycardia'], ['timolol maleate', 'congestive heart failure']]","[['timolol maleate', 'bradycardia'], ['timolol maleate', 'congestive heart failure']]"
clonidine-induced bradycardia in patients with spinal cord injury.,"[['clonidine', 'bradycardia']]","[['clonidine', 'bradycardia']]"
she had been on copaxone 20 mg/day treatment for 2 years when she first exhibited gastrointestinal symptoms.,"[['copaxone', 'gastrointestinal symptoms']]","[['copaxone', 'gastrointestinal symptoms']]"
conclusions: this is the second case report that describes gemcitabine-induced radiation recall in rectus abdominus muscles after gemcitabine-based radiation therapy.,"[['gemcitabine', 'radiation recall']]","[['gemcitabine', 'radiation recall']]"
"a 73-year-old woman with non-hodgkin's lymphoma had two episodes of severe, bilateral, sensori-neural hearing loss after vincristine therapy.","[['vincristine', 'sensori-neural hearing loss']]","[['vincristine', 'sensori-neural hearing loss']]"
easily reversible hypoxemia and hypotension induced by nimodipine.,"[['nimodipine', 'hypoxemia'], ['nimodipine', 'hypotension']]","[['nimodipine', 'hypotension'], ['nimodipine', 'hypoxemia']]"
interferon-alpha-induced hyperthyroidism: a three-stage evolution from silent thyroiditis towards graves' disease.,"[['interferon-alpha', 'hyperthyroidism']]","[['interferon-alpha', 'hyperthyroidism']]"
"pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis.","[['sulfasalazine', 'pneumonitis'], ['sulfasalazine', 'bilateral pleural effusions'], ['sulfasalazine', 'cardiac tamponade']]","[['sulfasalazine', 'bilateral pleural effusions'], ['sulfasalazine', 'cardiac tamponade'], ['sulfasalazine', 'pneumonitis'], ['sulfasalazine', 'positive autoantibodies']]"
conclusion: this report describes a case of a probable interaction between topical econazole lotion 1% and acenocoumarol that resulted in overanticoagulation and a life-threatening laryngeal hematoma in this elderly patient.,"[['acenocoumarol', 'econazole lotion 1%']]","[['acenocoumarol', 'laryngeal hematoma'], ['econazole', 'laryngeal hematoma']]"
a 64-year-old man with schizophrenia developed myoclonic jerks when given higher doses of quetiapine.,"[['quetiapine', 'myoclonic jerks']]","[['quetiapine', 'myoclonic jerks']]"
the purpose of this review is to increase awareness among physicians and other health care professionals that dic may be a rare but potentially severe complication of anti-d igiv treatment.,"[['anti-d igiv', 'dic']]","[['anti-d igiv', 'dic']]"
dystonia associated with carbamazepine administration: experience in brain-damaged children.,"[['carbamazepine', 'dystonia']]","[['carbamazepine', 'dystonia']]"
tigecycline-induced acute pancreatitis: case report and literature review.,"[['tigecycline', 'acute pancreatitis']]","[['tigecycline', 'acute pancreatitis']]"
"method: we describe two patients who presented with diabetic ketoacidosis after treatment with quetiapine and risperidone, respectively.","[['quetiapine', 'diabetic ketoacidosis'], ['risperidone', 'diabetic ketoacidosis']]","[['quetiapine', 'diabetic ketoacidosis'], ['risperidone', 'diabetic ketoacidosis']]"
"both colchicine and statin therapy may be associated with myopathy, which usually occurs after several months of therapy.","[['colchicine', 'myopathy'], ['statin', 'myopathy']]","[['colchicine', 'myopathy'], ['statin', 'myopathy']]"
a review of the literature showed no previous description of this pattern in benzodiazepine coma.,"[['benzodiazepine', 'coma']]","[['benzodiazepine', 'coma']]"
alprazolam withdrawal delirium unresponsive to diazepam: case report.,"[['alprazolam', 'diazepam', 'withdrawal delirium']]","[['alprazolam', 'delirium']]"
cardiac arrest associated with sulprostone use during caesarean section.,"[['sulprostone', 'cardiac arrest']]","[['sulprostone', 'cardiac arrest']]"
ethambutol toxicity manifesting as acute onset psychosis.,"[['ethambutol', 'psychosis']]","[['ethambutol', 'acute onset psychosis']]"
"intravenous haloperidol is generally well tolerated, but multiform ventricular tachycardia has been reported.","[['haloperidol', 'multiform ventricular tachycardia']]","[['haloperidol', 'multiform ventricular tachycardia']]"
case summaries: two patients with stable hypothyroidism experienced symptoms of hypothyroidism with increased serum thyroid-stimulating hormone (tsh) concentrations after switching from 1 levothyroxine product to another.,"[['levothyroxine', 'hypothyroidism']]","[['levothyroxine', 'increased serum thyroid-stimulating hormone']]"
drug-induced mammary hyperplasias have been reported as rare complications of d-penicillamine and neothetazone.,"[['d-penicillamine', 'mammary hyperplasias'], ['neothetazone', 'mammary hyperplasias']]","[['d-penicillamine', 'mammary hyperplasias'], ['neothetazone', 'mammary hyperplasias']]"
drug-induced psychosis resulted from the administration of quinacrine hydrochloride at a dosage of 100 mg twice daily for the treatment of discoid lupus.,"[['quinacrine hydrochloride', 'drug-induced psychosis']]","[['quinacrine hydrochloride', 'psychosis']]"
"in this study, we report on three individual patients who received btx-b and who subsequently developed parasympathetic dysfunction of the visual system after injections of btx-b at remote sites.","[['btx-b', 'parasympathetic dysfunction of the visual system']]","[['btx-b', 'parasympathetic dysfunction of the visual system'], ['btx-b', 'parasympathetic dysfunction of the visual system']]"
diffusion-weighted mri correlates of subacute methotrexate-related neurotoxicity.,"[['methotrexate', 'diffusion-weighted mri correlates of subacute methotrexate-related neurotoxicity']]","[['methotrexate', 'neurotoxicity']]"
posthypoglycemic hyperglycemia (rebound hyperglycemia) after overdosing of insulin was diagnosed in 6 cats with diabetes mellitus.,"[['insulin', 'posthypoglycemic hyperglycemia']]","[['insulin', 'posthypoglycemic hyperglycemia'], ['insulin', 'rebound hyperglycemia']]"
a case of oculogyric crisis induced by metoclopramide is described in this paper.,"[['metoclopramide', 'oculogyric crisis']]","[['metoclopramide', 'oculogyric crisis']]"
acute renal failure is a rare complication following the administration of intravenous immunoglobulin (ivig).,"[['ivig', 'acute renal failure']]","[['immunoglobulin', 'acute renal failure']]"
"the most commonly recognized toxic effect of ethambutol is optic neuropathy, which generally is considered uncommon and reversible in medical literature.","[['ethambutol', 'optic neuropathy']]","[['ethambutol', 'optic neuropathy']]"
psychosis in a 12-year-old hiv-positive girl with an increased serum concentration of efavirenz.,"[['efavirenz', 'psychosis']]","[['efavirenz', 'psychosis']]"
we reported a case of disulfiram-induced hepatitis with unique clinical features and compared our case with others in the literature.,"[['disulfiram', 'hepatitis']]","[['disulfiram', 'hepatitis']]"
clofazimine enteropathy in a pediatric bone marrow transplant recipient.,"[['clofazimine', 'enteropathy']]","[['clofazimine', 'enteropathy']]"
"in addition, there is a report on prolonged ect seizure related to ciprofloxacin, which has an epileptogenic property with a similar action to beta-lactam antibiotics.","[['ciprofloxacin', 'ect seizure']]","[['ciprofloxacin', 'prolonged ect seizure']]"
bromocriptine-induced schizophrenia.,"[['bromocriptine', 'schizophrenia']]","[['bromocriptine', 'schizophrenia']]"
peripheral nerve dysfunction is a potentially serious complication of high-dose cytosine arabinoside.,"[['cytosine arabinoside', 'peripheral nerve dysfunction']]","[['cytosine arabinoside', 'peripheral nerve dysfunction']]"
neurological side effects in two patients receiving gold injections for rheumatoid arthritis.,"[['gold', 'neurological side effects']]","[['gold', 'neurological side effects']]"
chronic fentanyl application induces adrenocortical insufficiency.,"[['fentanyl', 'adrenocortical insufficiency']]","[['fentanyl', 'adrenocortical insufficiency']]"
"however, adenosine shortens the antegrade refractoriness of accessory atrioventricular connections and may cause acceleration of the ventricular rate during atrial fibrillation.","[['adenosine', 'acceleration of the ventricular rate']]","[['adenosine', 'acceleration of the ventricular rate']]"
we describe a case of life-threatening hyponatremia associated with sibutramine use in an obese woman.,"[['sibutramine', 'hyponatremia']]","[['sibutramine', 'hyponatremia']]"
this case report describes a patient who was previously prescribed alendronate (fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with fleet phospho-soda.,"[['alendronate', 'hypophosphatemia'], ['alendronate', 'hypocalcemic tetany']]","[['alendronate', 'hypocalcemic tetany'], ['fleet phospho-soda', 'hypocalcemic tetany'], ['fosamax', 'hypocalcemic tetany'], ['alendronate', 'hypophosphatemia'], ['fleet phospho-soda', 'hypophosphatemia'], ['fosamax', 'hypophosphatemia']]"
we report a rare case of recurrent (stuttering) priapism in a patient with protein c deficiency while maintained on warfarin therapy.,"[['warfarin', 'priapism']]","[['warfarin', 'priapism'], ['warfarin', 'stuttering']]"
"results: in a 22-year-old thai woman with graves' disease, tinnitus, hearing impairment in the left ear (with progression to the right ear), and vertigo developed after 3 years of therapy with ptu.","[['ptu', 'tinnitus'], ['ptu', 'hearing impairment'], ['ptu', 'vertigo']]","[['ptu', 'hearing impairment in the left ear (with progression to the right ear)'], ['ptu', 'tinnitus'], ['ptu', 'vertigo']]"
"we consider asterixis to be an easily overlooked sign of neurotoxicity, which may occur even at low or moderate dosage levels, if certain drugs as lithium or clozapine are used in combination with cbz.","[['lithium', 'asterixis'], ['clozapine', 'asterixis']]","[['cbz', 'asterixis'], ['clozapine', 'asterixis'], ['lithium', 'asterixis'], ['cbz', 'neurotoxicity'], ['clozapine', 'neurotoxicity'], ['lithium', 'neurotoxicity']]"
"three of these patients had convulsions attributed to imipenem/cilastatin; 3.6% of the patients had seizure, or 2% of imipenem/cilastatin administrations was followed by a seizure attack.","[['imipenem/cilastatin', 'convulsions']]","[['cilastatin', 'convulsions'], ['imipenem', 'convulsions'], ['cilastatin', 'seizure'], ['imipenem', 'seizure'], ['cilastatin', 'seizure'], ['imipenem', 'seizure']]"
"metoclopramide-induced parkinsonism is not rare, and appropriate dose reduction in patients with renal failure will help reduce the incidence of this morbidity.","[['metoclopramide', 'parkinsonism']]","[['metoclopramide', 'parkinsonism']]"
amphotericin b overdose in pediatric patients with associated cardiac arrest.,"[['amphotericin b', 'cardiac arrest']]","[['amphotericin b', 'cardiac arrest']]"
multifocal inflammatory leukoencephalopathy associated with levamisole therapy.,"[['levamisole', 'multifocal inflammatory leukoencephalopathy']]","[['levamisole', 'multifocal inflammatory leukoencephalopathy']]"
atrial fibrillation after vardenafil therapy.,"[['vardenafil', 'atrial fibrillation']]","[['vardenafil', 'atrial fibrillation']]"
"conclusions: this is the first report of a possible interaction between propafenone and citalopram, which caused propafenone adverse effects (eg, dizziness, falls) and mimicked coronary artery disease.","[['propafenone', 'citalopram']]","[['citalopram', 'coronary artery disease'], ['propafenone', 'coronary artery disease'], ['citalopram', 'dizziness'], ['propafenone', 'dizziness'], ['citalopram', 'falls'], ['propafenone', 'falls']]"
"one patient who received clindamycin had liver biopsy findings of marked cholestasis, portal inflammation, bile duct injury and bile duct paucity (ductopenia).","[['clindamycin', 'liver biopsy findings of marked cholestasis']]","[['clindamycin', 'bile duct injury'], ['clindamycin', 'bile duct paucity'], ['clindamycin', 'ductopenia'], ['clindamycin', 'marked cholestasis'], ['clindamycin', 'portal inflammation']]"
rapidly developing hyperglycemia during treatment with olanzapine.,"[['olanzapine', 'hyperglycemia']]","[['olanzapine', 'hyperglycemia']]"
acute acoustic nerve palsy associated with vincristine therapy.,"[['vincristine', 'acute acoustic nerve palsy']]","[['vincristine', 'acute acoustic nerve palsy']]"
hypersensitivity to carboplatin is a rare but real complication of therapy and should be considered in patients presenting with hyperacute changes on ecg whilst receiving carboplatin therapy.,"[['carboplatin', 'hypersensitivity']]","[['carboplatin', 'hyperacute changes on ecg'], ['carboplatin', 'hypersensitivity']]"
l-carnitine supplementation has been recommended to prevent the fatal hepatotoxic effects associated with valproic acid.,"[['valproic acid', 'l-carnitine supplementation']]","[['valproic acid', 'fatal hepatotoxic effects']]"
"to the best of our knowledge, this is the first reported patient with captopril-induced pemphigus in whom no new lesions developed after subsequent treatment with enalapril.","[['captopril', 'pemphigus'], ['enalapril', 'pemphigus']]","[['captopril', 'pemphigus']]"
"ticlopidine is an oral antiplatelet agent frequently utilized in the treatment of cerebrovascular disease and is rarely associated with severe bone marrow suppression, typically aplastic anemia.","[['ticlopidine', 'bone marrow suppression']]","[['ticlopidine', 'aplastic anemia'], ['ticlopidine', 'severe bone marrow suppression']]"
we presented the case of a patient who developed a cutaneous reaction induced by captopril with positive patch test.,"[['captopril', 'cutaneous reaction']]","[['captopril', 'cutaneous reaction']]"
"such a rapid and relentless progression of methyldopa-induced liver injury is undoubtedly rare, but it may be prevented by careful supervision of patients who exhibit liver function abnormalities early in the course of therapy.","[['methyldopa', 'liver injury']]","[['methyldopa', 'liver injury']]"
levofloxacin induced polymorphic ventricular tachycardia with normal qt interval.,"[['levofloxacin', 'polymorphic ventricular tachycardia']]","[['levofloxacin', 'polymorphic ventricular tachycardia']]"
protease inhibitors (ritonavir and saquinavir) were added to the treatment and the patient developed progressive ataxia related to carbamazepine toxicity.,"[['carbamazepine', 'ataxia']]","[['carbamazepine', 'carbamazepine toxicity'], ['ritonavir', 'carbamazepine toxicity'], ['saquinavir', 'carbamazepine toxicity'], ['carbamazepine', 'progressive ataxia'], ['ritonavir', 'progressive ataxia'], ['saquinavir', 'progressive ataxia']]"
we report a case of sustained hypotension after administration of parenteral verapamil.,"[['verapamil', 'sustained hypotension']]","[['verapamil', 'sustained hypotension']]"
"argatroban is hepatically cleared and may be the preferred direct thrombin inhibitor in the presence of significant renal impairment, but conversely has prolonged effects in hepatic failure.","[['argatroban', 'hepatic failure']]","[['argatroban', 'hepatic failure']]"
"in addition, an immediate erythematous macule was observed on the photopatch test site of mequitazine directly after uv exposure which was similar to the immediate erythema noted in chlorpromazine photoallergy.","[['mequitazine', 'erythematous macule']]","[['mequitazine', 'erythematous macule'], ['mequitazine', 'immediate erythema']]"
nonoliguric acute renal failure after captopril therapy.,"[['captopril', 'nonoliguric acute renal failure']]","[['captopril', 'nonoliguric acute renal failure']]"
"the authors describe a woman with chronic schizophrenia who experienced delirium, grand mal seizure, and photosensitivity after the addition of propranolol to her neuroleptic regimen.","[['propranolol', 'delirium'], ['propranolol', 'grand mal seizure'], ['propranolol', 'photosensitivity']]","[['propranolol', 'delirium'], ['propranolol', 'grand mal seizure'], ['propranolol', 'photosensitivity']]"
skin necrosis secondary to low-molecular weight heparin in a patient with antiphospholipid antibody syndrome.,"[['antiphospholipid antibody syndrome', 'skin necrosis'], ['low-molecular weight heparin', 'skin necrosis']]","[['low-molecular weight heparin', 'skin necrosis']]"
fatal acute tubular necrosis occurred in 1 patient in whom intravesical formalin was used to control massive persistent hemorrhage from radiation cystitis.,"[['formalin', 'acute tubular necrosis']]","[['formalin', 'fatal acute tubular necrosis']]"
"since this amount of fab was insufficient to bind all dgtx present in the serum, cardiac dgtx toxicity (total av-block) persisted.","[['fab', 'dgtx toxicity']]","[['dgtx', 'cardiac dgtx toxicity'], ['dgtx', 'total av-block']]"
"after a second dose of metoclopramide, these symptoms recurred and were associated with confusion, agitation, fever, diaphoresis, tachypnea, tachycardia, and hypertension.","[['methoclopramide', 'confusion'], ['methoclopramide', 'agitation'], ['methoclopramide', 'fever'], ['methoclopramide', 'diaphoresis'], ['methoclopramide', 'tachypnea'], ['methoclopramide', 'tachycardia'], ['methoclopramide', 'hypertension']]","[['metoclopramide', 'agitation'], ['metoclopramide', 'confusion'], ['metoclopramide', 'diaphoresis'], ['metoclopramide', 'fever'], ['metoclopramide', 'hypertension'], ['metoclopramide', 'tachycardia'], ['metoclopramide', 'tachypnea']]"
neonatal mydriasis: intravenous lidocaine adverse reaction.,"[['lidocaine', 'neonatal mydriasis']]","[['lidocaine', 'mydriasis']]"
acute aluminum toxicity after continuous intravesical alum irrigation for hemorrhagic cystitis.,"[['aluminum', 'hemorrhagic cystitis']]","[['alum', 'aluminum toxicity']]"
we report a case of noncardiogenic pulmonary edema developed after therapeutic trial of eo as sclerosing agent for esophageal varix.,"[['eo', 'pulmonary edema']]","[['eo', 'noncardiogenic pulmonary edema']]"
the neurotoxicity seen with hdarac is dose-related and has occurred in up to 60 percent of treated patients.,"[['hdarac', 'neurotoxicity']]","[['hdarac', 'neurotoxicity']]"
"a fatal pancytopenia occurred in a patient with an history of depression with hypomanic rebounds, admitted for a manic episode and treated with levomepromazine, diazepam and lithium carbonate.","[['lithium carbonate', 'fatal pancytopenia']]","[['diazepam', 'fatal pancytopenia'], ['levomepromazine', 'fatal pancytopenia'], ['lithium carbonate', 'fatal pancytopenia']]"
falling backward in two elderly patients taking bupropion.,"[['bupropion', 'falling backward']]","[['bupropion', 'falling backward']]"
